#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:simualted" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:simualted" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:simualted">
#                <taxonset id="TaxonSet.simualted" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:simualted" name="distribution" x="@birthRate.t:simualted">
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="KappaPrior.s:simualted" name="distribution">
#            <parameter id="kappa.s:simualted" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.01" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@simualted" id="treeLikelihood.simualted" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:simualted">
#            <siteModel id="SiteModel.s:simualted" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:simualted" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:simualted" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:simualted" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:simualted" kappa="@kappa.s:simualted" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:simualted" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:simualted" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:simualted" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:simualted" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa	YuleModel	birthRate	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
11000	-2986.3525337073384	-3039.345404935684	52.99287122834574	-3039.345404935684	0.003201750095512302	0.9334652034129307	54.43168371306488	484.6301649047001	0.2501067994905604	0.23742870279181053	0.26461387898241506	0.247850618735214
12000	-2982.267565503808	-3036.759126133301	54.491560629493236	-3036.759126133301	0.002661814532849985	0.9334652034129307	55.93037311421237	866.1712597183174	0.25007859695899454	0.23742870279181053	0.26464208151398094	0.247850618735214
13000	-2985.2964383103194	-3037.472674619622	52.17623630930251	-3037.472674619622	0.004266515648419695	0.6851309291932177	53.54794412101937	616.1535456080658	0.25007859695899454	0.2324750223907709	0.2662269462020744	0.25121943444816014
14000	-2983.1401895203244	-3036.951132766678	53.81094324635338	-3036.951132766678	0.0029519423705301477	0.6851309291932177	55.18265105807024	1144.7160639828448	0.2511468474710636	0.23140677187870182	0.2669573996903859	0.2504889809598486
15000	-2981.3438112622575	-3038.6795099050278	57.33569864277023	-3038.6795099050278	0.0024794982332001112	0.6851309291932177	58.70740645448709	1036.0868053344805	0.2511468474710636	0.23140677187870182	0.2669573996903859	0.2504889809598486
16000	-2983.027983716334	-3040.266982926741	57.23899921040718	-3040.266982926741	0.0024983098732092456	0.9618772609935586	58.687572103762356	1405.9319031425987	0.24548555269975164	0.23140677187870182	0.27261869446169784	0.2504889809598486
17000	-2986.849927009322	-3039.1268745742896	52.27694756496756	-3039.1268745742896	0.003823328880589941	0.7115616980844083	53.65357993246847	537.6850916725415	0.2413397959148333	0.23555252866362017	0.27261869446169784	0.2504889809598486
18000	-2982.034166694756	-3038.1863307891326	56.15216409437646	-3038.1863307891326	0.002813445395711511	0.7115616980844083	57.52879646187737	1088.9641427217118	0.2413397959148333	0.23555252866362017	0.27261869446169784	0.2504889809598486
19000	-2990.96860455393	-3041.900787128471	50.932182574541045	-3041.900787128471	0.0033346728439916625	0.9599539086800555	52.380085970775966	674.4841103409319	0.24795817951792237	0.23555252866362017	0.26600031085860876	0.2504889809598486
20000	-2983.5446101774205	-3037.822045268303	54.27743509088271	-3037.822045268303	0.0026575918770393387	0.7175162066972646	55.655274794504166	501.4737064501441	0.24795817951792237	0.23555252866362017	0.26600031085860876	0.2504889809598486
21000	-2983.602544536255	-3035.9100293256856	52.30748478943047	-3035.9100293256856	0.004364541497470956	0.5386323912558989	53.6693283647857	740.790235236337	0.24795817951792237	0.23555252866362017	0.26600031085860876	0.2504889809598486
22000	-2991.7180896471286	-3036.722987001334	45.00489735420518	-3036.722987001334	0.005048697869135425	0.7722830211943106	46.395321202771	1322.5541096070692	0.23898252335958742	0.23555252866362017	0.2749759670169437	0.2504889809598486
23000	-2986.6856436845214	-3039.2878308643712	52.60218717984993	-3039.2878308643712	0.002607405382215739	0.7722830211943106	53.99261102841575	1571.3796599224352	0.23898252335958742	0.23516679115692585	0.27536170452363806	0.2504889809598486
24000	-2982.939633886314	-3038.606496341329	55.6668624550151	-3038.606496341329	0.0031624496957936518	0.7722830211943106	57.05728630358092	802.138373505572	0.23898252335958742	0.23516679115692585	0.27536170452363806	0.2504889809598486
25000	-2984.7338394123335	-3040.491020510665	55.75718109833156	-3040.491020510665	0.0027358002473548094	0.6248459471350885	57.12073639433618	771.9679202275508	0.23898252335958742	0.23474548721429975	0.2757830084662642	0.2504889809598486
26000	-2985.922759852954	-3038.840113417092	52.91735356413798	-3038.840113417092	0.0036276794253673177	0.7584628494038768	54.304367423415876	463.28239054610316	0.23473068149985246	0.23474548721429975	0.2800348503259991	0.2504889809598486
27000	-2990.3057560144184	-3041.994235744065	51.68847972964645	-3041.994235744065	0.003240915445217513	0.9265750682166676	53.124969135882154	533.5746591563961	0.23473068149985246	0.23474548721429975	0.2800348503259991	0.2504889809598486
28000	-2985.4373895837625	-3038.6109389166913	53.17354933292883	-3038.6109389166913	0.004044761517220643	0.9265750682166676	54.61003873916453	785.0631007901835	0.2302678629093892	0.23474548721429975	0.2844976689164624	0.2504889809598486
29000	-2985.6700906585224	-3039.588492734984	53.91840207646164	-3039.588492734984	0.0034348219138538665	1.1117738873577585	55.42222121448143	745.6516772961731	0.2302678629093892	0.23474548721429975	0.2844976689164624	0.2504889809598486
30000	-2987.4875946133193	-3040.7244236367656	53.23682902344638	-3040.7244236367656	0.002850583972601509	1.175938411215922	54.765660013291	603.9975129462405	0.23094397752307508	0.23406937260061386	0.2844976689164624	0.2504889809598486
31000	-2990.6292305854745	-3042.635615870189	52.006385284714796	-3042.635615870189	0.004169535773641606	1.175938411215922	53.53521627455941	553.5457981645764	0.23094397752307508	0.23406937260061386	0.2844976689164624	0.2504889809598486
32000	-2993.824845591248	-3042.051517387558	48.226671796309894	-3042.051517387558	0.005957448395035787	1.175938411215922	49.75550278615451	1017.7837112178945	0.23020548157049758	0.2319660945869048	0.28523616486903985	0.2525922589735577
33000	-2991.6950111534948	-3042.7889744324684	51.0939632789735	-3042.7889744324684	0.004113782612126668	1.175938411215922	52.62279426881811	585.7969407527548	0.23020548157049758	0.23406491099277096	0.28523616486903985	0.2504934425676915
34000	-2986.6206861752266	-3042.280888363554	55.66020218832745	-3042.280888363554	0.0028567894660205652	1.175938411215922	57.18903317817207	750.8943367442653	0.23020548157049758	0.23406491099277096	0.27576611760066877	0.2599634898360626
35000	-2984.1291106625836	-3037.8690164643917	53.739905801807986	-3037.8690164643917	0.004013862724680588	1.175938411215922	55.2687367916526	634.9703357926189	0.2406489065980873	0.23406491099277096	0.26532269257307906	0.2599634898360626
36000	-2993.9052391738724	-3043.9084260248646	50.00318685099247	-3043.9084260248646	0.003900955664288272	1.2701901424788975	51.56967312750598	999.686590877274	0.2403710885281783	0.23406491099277096	0.26532269257307906	0.2602413079059716
37000	-2988.9040040592627	-3041.534980778025	52.6309767187621	-3041.534980778025	0.0028228170132826936	1.2701901424788975	54.19746299527561	986.4519590270174	0.2403710885281783	0.23406491099277096	0.26532269257307906	0.2602413079059716
38000	-2983.7395476998777	-3038.3978824385463	54.65833473866863	-3038.3978824385463	0.003038716596835854	1.0975051127441442	56.156681085002774	662.3162143475723	0.2442990123962489	0.24652286795295036	0.2531412610370757	0.25603685861372494
39000	-2988.04236715803	-3045.4389014168855	57.396534258855546	-3045.4389014168855	0.0018661059578372807	1.0975051127441442	58.89488060518969	1044.1633699216382	0.26109845162523937	0.24952118299176732	0.2531412610370757	0.23623910434591755
40000	-2990.729229491646	-3041.237288511723	50.508059020076864	-3041.237288511723	0.004685144899909461	1.0975051127441442	52.00640536641101	504.4888085565361	0.26109845162523937	0.24952118299176732	0.2531412610370757	0.23623910434591755
41000	-2989.0723559425332	-3041.446700349987	52.37434440745409	-3041.446700349987	0.003257369521071669	1.1129493020487846	53.878615965310765	648.1010973842365	0.23967588221530053	0.24952118299176732	0.256615131933117	0.254187802859815
42000	-2984.2756344940576	-3041.6444006478637	57.368766153805915	-3041.6444006478637	0.0018360238080322654	0.9774432593453073	58.82280139381068	729.4311822519774	0.24086427869318652	0.24392964885366042	0.256615131933117	0.25859094052003595
43000	-2984.241399262011	-3036.400577728117	52.159178466106056	-3036.400577728117	0.002918852722035545	0.7874216727825877	53.553501056086674	1246.8462139637354	0.24086427869318652	0.24392964885366042	0.256615131933117	0.25859094052003595
44000	-2993.5296606742	-3050.8795895398	57.3499288655997	-3050.8795895398	0.002484213235635085	0.7874216727825877	58.74425145558032	1200.5010418210304	0.24086427869318652	0.24392964885366042	0.256615131933117	0.25859094052003595
45000	-2986.1281667813537	-3036.632957388622	50.50479060726802	-3036.632957388622	0.004514289231020677	0.7874216727825877	51.89911319724864	1109.9274166688665	0.24086427869318652	0.24392964885366042	0.256615131933117	0.25859094052003595
46000	-2983.389655758768	-3037.4697184219654	54.08006266319712	-3037.4697184219654	0.003144999923079314	0.7874216727825877	55.474385253177736	567.4667867933141	0.2397075421597726	0.24508638538707433	0.256615131933117	0.25859094052003595
47000	-2986.43888253073	-3040.1581509246816	53.71926839395158	-3040.1581509246816	0.0030507559396381542	0.9445286725530798	55.16184776106055	1461.6248928362984	0.24435481322138977	0.24508638538707433	0.256615131933117	0.2539436694584188
48000	-2989.460207380009	-3041.7427822864743	52.282574906465314	-3041.7427822864743	0.002855391429654309	1.055107928378572	53.764889318878545	806.2619417524099	0.24435481322138977	0.24508638538707433	0.256615131933117	0.2539436694584188
49000	-2984.328453644595	-3041.045208385577	56.71675474098215	-3041.045208385577	0.0026319114427327526	1.055107928378572	58.19906915339538	1116.2975617530199	0.24435481322138977	0.24508638538707433	0.256615131933117	0.2539436694584188
50000	-2984.946331672107	-3037.765570320985	52.819238648877715	-3037.765570320985	0.003998449985072335	0.5687581945617289	54.18007177008232	662.4675290804986	0.24435481322138977	0.24508638538707433	0.2586299320446104	0.25192886934692543
51000	-2983.470701119803	-3037.3327304085306	53.86202928872761	-3037.3327304085306	0.0028972007283301344	0.5687581945617289	55.22286240993222	747.4157465115694	0.24435481322138977	0.24508638538707433	0.2586299320446104	0.25192886934692543
52000	-2981.5782085825813	-3035.3798180742647	53.801609491683465	-3035.3798180742647	0.0038143029203894637	0.5687581945617289	55.16244261288807	883.6895717059488	0.24435481322138977	0.24908792938935093	0.2546283880423338	0.25192886934692543
53000	-2985.1340693081743	-3037.1477349101397	52.013665601965386	-3037.1477349101397	0.0040831691800270395	0.5687581945617289	53.37449872316999	642.3496626673409	0.24435481322138977	0.24908792938935093	0.2546283880423338	0.25192886934692543
54000	-2983.4466550777784	-3036.4418366013006	52.99518152352199	-3036.4418366013006	0.0032773744685532925	0.5687581945617289	54.3560146447266	1076.6325061150274	0.24435481322138977	0.24908792938935093	0.2546283880423338	0.25192886934692543
55000	-2984.6356662912026	-3038.936194119989	54.30052782878644	-3038.936194119989	0.0027789486019948566	0.9510465450713826	55.74534685915146	520.1366992104234	0.24295994501679183	0.24908792938935093	0.2546283880423338	0.2533237375515234
56000	-2987.2715299003216	-3040.962294156656	53.690764256334	-3040.962294156656	0.002813441220385032	0.9510465450713826	55.13558328669902	773.8743410367342	0.24052792229884717	0.25151995210729555	0.2546283880423338	0.2533237375515234
57000	-2984.930153539513	-3036.105686246252	51.17553270673903	-3036.105686246252	0.003969560172873642	0.511953845602382	52.540029896007326	743.7041181224058	0.24542910805245355	0.24661876635368918	0.2546283880423338	0.2533237375515234
58000	-2986.518975813317	-3040.4661976357866	53.94722182246954	-3040.4661976357866	0.003342826404084336	0.511953845602382	55.311719011737836	601.7828802217695	0.24542910805245355	0.24661876635368918	0.2546283880423338	0.2533237375515234
59000	-2994.0062092568605	-3043.728426472093	49.72221721523238	-3043.728426472093	0.00399343365086112	0.5550929841770434	51.08326761514478	674.2221197297765	0.25020634710089695	0.24184152730524577	0.2546283880423338	0.2533237375515234
60000	-2985.522853346801	-3040.054548434561	54.53169508775996	-3040.054548434561	0.0025335093151300845	0.5550929841770434	55.89274548767236	558.038635628828	0.23866593852181933	0.2533819358843234	0.26004372306101153	0.2479084025328456
61000	-2983.7949668551255	-3039.2651950568393	55.470228201713965	-3039.2651950568393	0.0021557564096318935	0.5550929841770434	56.83127860162637	778.8567989841154	0.23902574915550207	0.2462721690763173	0.2667936792353349	0.2479084025328456
62000	-2992.7657019933563	-3044.3617157324793	51.59601373912311	-3044.3617157324793	0.002905637934731123	0.5550929841770434	52.95706413903551	662.4607128603453	0.23902574915550207	0.25143948990194587	0.2667936792353349	0.242741081707217
63000	-2985.590620628357	-3039.3325421533523	53.74192152499536	-3039.3325421533523	0.0034538956416725873	0.7113487719047206	55.11851135946486	491.00088505460803	0.23902574915550207	0.25143948990194587	0.2667936792353349	0.242741081707217
64000	-2991.385221662212	-3042.010908682804	50.625687020591485	-3042.010908682804	0.004743804767742308	0.7113487719047206	52.002276855060984	380.63926218028035	0.23902574915550207	0.25143948990194587	0.2667936792353349	0.242741081707217
65000	-2990.4916108653915	-3040.451581079458	49.95997021406616	-3040.451581079458	0.004178325760598525	0.7113487719047206	51.33656004853565	1137.184730117697	0.2660221062710351	0.231972176370971	0.25926463565077673	0.242741081707217
66000	-2985.603051675172	-3037.095885319403	51.492833644230615	-3037.095885319403	0.00430861862081401	0.7113487719047206	52.869423478700114	711.4375317239021	0.2660221062710351	0.231972176370971	0.25926463565077673	0.242741081707217
67000	-2992.906778446784	-3046.782017187335	53.87523874055114	-3046.782017187335	0.00241272220784401	0.7113487719047206	55.25182857502063	814.1089569640702	0.26400723284974387	0.231972176370971	0.261279509072068	0.242741081707217
68000	-2987.3207159447916	-3043.382330458882	56.06161451409007	-3043.382330458882	0.002391198562785725	0.7113487719047206	57.438204348559566	1054.858109272042	0.24153067979493736	0.2544487294257775	0.261279509072068	0.242741081707217
69000	-2984.1839628676803	-3036.2841318106452	52.10016894296503	-3036.2841318106452	0.003686609703729032	0.7113487719047206	53.47675877743452	1157.134081779249	0.24552292455430028	0.23893442722489422	0.2727173748123923	0.24282527340841306
70000	-2983.574763241083	-3036.3570622814395	52.78229904035649	-3036.3570622814395	0.004048162726933027	0.4948921746577791	54.149485410076345	476.32164590322753	0.24552292455430028	0.23893442722489422	0.2727173748123923	0.24282527340841306
71000	-2984.348695504221	-3037.6246753888504	53.2759798846296	-3037.6246753888504	0.003102166882367019	0.4948921746577791	54.64316625434945	581.2317056115045	0.24552292455430028	0.23893442722489422	0.2712287923424365	0.24431385587836885
72000	-2984.5738512954777	-3040.301351841558	55.727500546080236	-3040.301351841558	0.0021128560020281122	0.6876705083709006	57.09964927283909	1213.7142837324263	0.24552292455430028	0.23893442722489422	0.2712287923424365	0.24431385587836885
73000	-2983.6443426483456	-3036.912791026857	53.268448378511295	-3036.912791026857	0.00305921467573442	0.6876705083709006	54.640597105270146	587.1265014602815	0.2488203546581415	0.23793887833933977	0.26881889267270803	0.24442187432981055
74000	-2984.1279454102846	-3036.270576702678	52.14263129239362	-3036.270576702678	0.004130583168039551	0.8177682254796862	53.5452409122024	500.70278202423344	0.2488203546581415	0.23793887833933977	0.26881889267270803	0.24442187432981055
75000	-2992.1435236507727	-3043.6442175919674	51.5006939411948	-3043.6442175919674	0.004142539390178023	0.8177682254796862	52.90330356100358	438.10942695043207	0.2488203546581415	0.23793887833933977	0.26881889267270803	0.24442187432981055
76000	-2990.153348444499	-3040.468306876748	50.314958432249206	-3040.468306876748	0.004286430278561942	0.7904362626938924	51.71007684066152	455.43973599597257	0.2488203546581415	0.23793887833933977	0.26881889267270803	0.24442187432981055
77000	-2987.1387680409966	-3037.088842289278	49.95007424828167	-3037.088842289278	0.0035400936728522104	0.4301399265434958	51.33619988462719	1337.6507986026404	0.2488203546581415	0.23793887833933977	0.26881889267270803	0.24442187432981055
78000	-2991.1225239483056	-3042.9545865129176	51.83206256461195	-3042.9545865129176	0.0031592431375217153	0.4301399265434958	53.21818820095747	532.6736654628753	0.2488203546581415	0.23793887833933977	0.26881889267270803	0.24442187432981055
79000	-2986.8185197643447	-3040.998930682832	54.180410918487055	-3040.998930682832	0.002827568275742193	0.4301399265434958	55.566536554832574	919.274068837389	0.2488203546581415	0.23793887833933977	0.26881889267270803	0.24442187432981055
80000	-2986.652498418656	-3039.9026429216174	53.250144502961426	-3039.9026429216174	0.003336467470746456	0.8447613728532956	54.66060141344049	942.207342022416	0.2488203546581415	0.22541685884523727	0.28134091216681056	0.24442187432981055
81000	-2985.7253907176546	-3040.2149565675995	54.48956584994514	-3040.2149565675995	0.0036832187257280474	0.8447613728532956	55.9000227604242	602.0247065750411	0.23970019824078512	0.23453701526259366	0.2628191657114855	0.2629436207851356
82000	-2990.3600438565422	-3044.8010601612277	54.44101630468569	-3044.8010601612277	0.0029501114898549644	0.9074997310039361	55.871170796637	789.0618657853961	0.23970019824078512	0.23453701526259366	0.2628191657114855	0.2629436207851356
83000	-2984.1119489687962	-3038.1343220316403	54.02237306284386	-3038.1343220316403	0.0033005621841281176	0.9074997310039361	55.452527554795175	996.6536714697386	0.23970019824078512	0.23453701526259366	0.2628191657114855	0.2629436207851356
84000	-2987.295052157004	-3038.3005949045078	51.005542747503384	-3038.3005949045078	0.004597732792102585	0.6467551673286953	52.37151277304601	551.2297430823863	0.23970019824078512	0.23453701526259366	0.2628191657114855	0.2629436207851356
85000	-2988.4373704962645	-3040.7606863531664	52.323315856902035	-3040.7606863531664	0.003332336635639635	1.163313928801594	53.84717884168663	433.51378219416137	0.23970019824078512	0.23453701526259366	0.2628191657114855	0.2629436207851356
86000	-2986.2957189095587	-3039.163017617802	52.86729870824319	-3039.163017617802	0.003992603494248349	1.163313928801594	54.39116169302778	511.47684335144027	0.23970019824078512	0.23453701526259366	0.2628191657114855	0.2629436207851356
87000	-2986.991904268963	-3039.101980554452	52.11007628548879	-3039.101980554452	0.003320654015390469	0.7622893170755286	53.49801949339544	1028.0247794751149	0.23683611925537265	0.23740109424800612	0.2628191657114855	0.2629436207851356
88000	-2983.7410487886123	-3038.2907708252555	54.54972203664334	-3038.2907708252555	0.003289204676228675	0.46660034230579256	55.92332625612356	1232.9591454085607	0.24119622191379472	0.23740109424800612	0.25845906305306343	0.2629436207851356
89000	-2992.699400444353	-3042.2736792633327	49.57427881897953	-3042.2736792633327	0.004898252102385181	0.6599259335085439	50.94201377731241	602.9565299409569	0.24119622191379472	0.23740109424800612	0.25845906305306343	0.2629436207851356
90000	-2984.9047846099365	-3038.5384446724133	53.63366006247658	-3038.5384446724133	0.0036193967471660955	0.6599259335085439	55.00139502080946	826.4053442350677	0.24119622191379472	0.23740109424800612	0.25845906305306343	0.2629436207851356
91000	-2985.7438417396233	-3039.0144440239383	53.27060228431508	-3039.0144440239383	0.003868294606926728	0.6599259335085439	54.638337242647964	712.960605494189	0.24119622191379472	0.23740109424800612	0.25845906305306343	0.2629436207851356
92000	-2983.525693234703	-3037.5233707761727	53.997677541469834	-3037.5233707761727	0.0028177266523768097	0.6599259335085439	55.365412499802716	842.5117560075979	0.24119622191379472	0.23740109424800612	0.25845906305306343	0.2629436207851356
93000	-2988.731991468096	-3039.570352582038	50.838361113942085	-3039.570352582038	0.004637046991912832	0.6599259335085439	52.20609607227497	718.2806894385654	0.24119622191379472	0.23740109424800612	0.25845906305306343	0.2629436207851356
94000	-2985.555315611414	-3039.2038216467918	53.64850603537784	-3039.2038216467918	0.0028430063453208244	0.6599259335085439	55.016240993710724	531.903945076066	0.24119622191379472	0.236961628825204	0.25889852847586553	0.2629436207851356
95000	-2983.29331743917	-3039.369828090312	56.07651065114151	-3039.369828090312	0.0021345532252109423	0.6132086634381817	57.43906910427979	659.8947320891185	0.24119622191379472	0.236961628825204	0.25889852847586553	0.2629436207851356
96000	-2987.216415008042	-3042.636849866055	55.42043485801267	-3042.636849866055	0.003753469472122081	0.38748476607022914	56.828841652316534	611.274889780845	0.25172234695069456	0.22643550378830418	0.25889852847586553	0.2629436207851356
97000	-2984.843645183831	-3038.723750941965	53.88010575813427	-3038.723750941965	0.0031177053653121964	0.38748476607022914	55.288512552438135	964.4529217323638	0.22941283721713315	0.24120580942245123	0.2766743438366474	0.25270700952376807
98000	-2986.0953539723073	-3039.7797738194704	53.68441984716295	-3039.7797738194704	0.0030949804235387447	0.6379748709189229	55.04934116662232	798.1042680028495	0.22941283721713315	0.24120580942245123	0.2766743438366474	0.25270700952376807
99000	-2984.500018190303	-3038.391150461098	53.89113227079514	-3038.391150461098	0.0033968791681376815	0.7453217896991174	55.275044320694775	427.43048456080254	0.25124764461109084	0.24120580942245123	0.25483953644268975	0.25270700952376807
100000	-2981.9608536052624	-3038.956965374739	56.99611176947636	-3038.956965374739	0.0025682494986666595	0.7453217896991174	58.38002381937599	1091.9175454763486	0.25001736089624726	0.24120580942245123	0.25483953644268975	0.25393729323861164
101000	-2988.525400240916	-3040.0420744625235	51.51667422160749	-3040.0420744625235	0.0033564663232976922	0.35210109473793705	52.95164558719207	881.7706385468474	0.25001736089624726	0.24120580942245123	0.25483953644268975	0.25393729323861164
102000	-2982.7471962757563	-3039.997502177546	57.2503059017894	-3039.997502177546	0.002182946843178855	0.558819776338049	58.611258772658644	1055.1071215722536	0.25001736089624726	0.24120580942245123	0.25483953644268975	0.25393729323861164
103000	-2985.452532442911	-3037.666160344033	52.21362790112212	-3037.666160344033	0.00343204106148078	0.7608428798495964	53.60121845275407	384.8128541116003	0.25001736089624726	0.24120580942245123	0.25483953644268975	0.25393729323861164
104000	-2986.711831534098	-3039.3059776693917	52.594146135293514	-3039.3059776693917	0.00452882516010004	0.9151169300286327	54.02681284068494	595.4258640373026	0.2582767982416137	0.24120580942245123	0.2575935059568024	0.2429238863791325
105000	-2982.008058889051	-3038.064849879172	56.05679099012099	-3038.064849879172	0.002939193780270638	0.7629356502751313	57.444892309411614	912.3604586361854	0.26178623061998435	0.24120580942245123	0.2575935059568024	0.23941445400076186
