#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentExponential.t:simualted" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ExponentialGrowth.t:simualted" spec="beast.evolution.tree.coalescent.ExponentialGrowth">
#                <parameter id="ePopSize.t:simualted" name="popSize">0.3</parameter>
#                <parameter id="growthRate.t:simualted" name="growthRate">3.0E-4</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:simualted" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:simualted">
#                    <taxonset id="TaxonSet.simualted" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="ePopSizePrior.t:simualted" name="distribution" x="@ePopSize.t:simualted">
#            <OneOnX id="OneOnX.0" name="distr"/>
#        </prior>
#        <prior id="GrowthRatePrior.t:simualted" name="distribution" x="@growthRate.t:simualted">
#            <LaplaceDistribution id="LaplaceDistribution.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mu">0.001</parameter>
#                <parameter estimate="false" id="RealParameter.01" name="scale">30.701135</parameter>
#            </LaplaceDistribution>
#        </prior>
#        <prior id="KappaPrior.s:simualted" name="distribution">
#            <parameter id="kappa.s:simualted" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.02" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.03" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@simualted" id="treeLikelihood.simualted" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:simualted">
#            <siteModel id="SiteModel.s:simualted" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:simualted" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:simualted" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:simualted" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:simualted" kappa="@kappa.s:simualted" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:simualted" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:simualted" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="ExponentialRelaxedClock.c:simualted" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:simualted">
#                <Exponential id="Exponential.c:simualted" name="distr">
#                    <parameter id="UCExpLambda.c:simualted" name="mean">1.0</parameter>
#                </Exponential>
#                <rateCategories dimension="20" id="expRateCategories.c:simualted" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucedMean.c:simualted" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa	rateStat.mean	rateStat.variance	rateStat.coefficientOfVariation	CoalescentExponential	ePopSize	growthRate	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
52000	-2994.010525118302	-3038.298424321796	44.28789920349411	-3038.298424321796	0.0031716945139962077	0.7279581406520984	1.1666655981354703	1.3776559998273534	1.0215942403013143	44.87091200198745	0.005660130009888963	7.97826519085746	0.23787374694213043	0.23573079435238073	0.2726227825117467	0.2537726761937421
53000	-2990.1831101464313	-3037.2050082846463	47.021898138214944	-3037.2050082846463	0.0043351831784739095	0.7279581406520984	0.7282722337177334	0.8490822096211539	1.0691239660825165	46.62360898417316	0.002402585163618899	-4.157031722877377	0.23787374694213043	0.23573079435238073	0.2726227825117467	0.2537726761937421
54000	-2991.145178247924	-3035.955713261528	44.81053501360434	-3035.955713261528	0.004917905759154811	0.7279581406520984	0.9794767333793145	0.4690740666370988	0.9175158081793343	44.63779521314106	0.003010983345831775	-4.151749419238204	0.23787374694213043	0.23573079435238073	0.27435112107804577	0.25204433762744305
55000	-2991.698393392582	-3038.5958757693443	46.89748237676212	-3038.5958757693443	0.003104202267652254	0.7279581406520984	0.9077593956453692	1.817177523130316	0.9381388056758264	48.179908815035205	0.003957207287280713	-40.43724929084821	0.23787374694213043	0.23573079435238073	0.27435112107804577	0.25204433762744305
56000	-2994.948183348016	-3036.1610339421118	41.212850594096125	-3036.1610339421118	0.007054814033405352	0.7279581406520984	0.587908583867886	0.6084057033768708	0.960413265467646	41.930870630229634	0.007551986335566635	-3.268045969490185	0.23787374694213043	0.23573079435238073	0.27435112107804577	0.25204433762744305
57000	-2997.602875101229	-3037.650819678813	40.047944577583905	-3037.650819678813	0.004459696759909254	0.7279581406520984	0.7027657974994165	0.39557206496140634	0.872114308202801	42.14834670682301	0.005761035256841983	-54.01934073312709	0.23787374694213043	0.23573079435238073	0.27435112107804577	0.25204433762744305
58000	-2994.5537751705674	-3038.208762900892	43.65498773032451	-3038.208762900892	0.004109224119364513	0.7279581406520984	1.048370349989426	0.34734690213113995	0.609633606326129	44.28925050397693	0.005122710319429298	12.61454118002628	0.23787374694213043	0.23573079435238073	0.27435112107804577	0.25204433762744305
59000	-2992.3758995132603	-3036.052473220562	43.6765737073018	-3036.052473220562	0.009114603344813926	0.5060943669421696	0.6132875421190019	0.6379339279624533	0.8315120621766879	44.18207040016266	0.0028231482791615755	27.40558379707124	0.23787374694213043	0.23573079435238073	0.27435112107804577	0.25204433762744305
60000	-2997.661911771116	-3036.8315991725012	39.16968740138525	-3036.8315991725012	0.006994638957492438	0.5060943669421696	0.5264096024552543	0.41998462078690024	1.0159391400267028	39.61245172273774	0.003596037232800826	-18.048574368553716	0.23787374694213043	0.23573079435238073	0.27435112107804577	0.25204433762744305
61000	-3004.4149020946975	-3042.041059286797	37.62615719209932	-3042.041059286797	0.01713367333942627	0.7361613769716799	0.3801652528290234	0.4578742594997259	0.8759571983048683	39.46212784234655	0.006722713605899006	-41.10634077935573	0.23787374694213043	0.23573079435238073	0.27435112107804577	0.25204433762744305
62000	-2991.731552618189	-3036.2968338082055	44.56528119001618	-3036.2968338082055	0.010990932360988885	0.8826876215408344	0.4270816148731742	0.6705565706769765	0.9448981264418722	44.55191355350136	0.003782566737163421	-0.7479671623477344	0.23787374694213043	0.23573079435238073	0.27435112107804577	0.25204433762744305
63000	-2993.319554956076	-3035.682328062636	42.3627731065597	-3035.682328062636	0.009699547336754398	0.8826876215408344	0.5306849942081131	0.4572167552736886	0.7986088569407539	42.981795008675604	0.0062386590006397865	-4.801348776733267	0.23787374694213043	0.23573079435238073	0.27435112107804577	0.25204433762744305
64000	-2998.0181448734243	-3039.0372310127404	41.01908613931636	-3039.0372310127404	0.006385704857960772	0.8826876215408344	0.7402533372089912	0.8595056507803639	1.1112797686095455	41.86838799987276	0.0048342350913215485	19.703294227806403	0.2312965467270831	0.23573079435238073	0.27435112107804577	0.25862153784249037
65000	-2987.711181806698	-3033.1226428245227	45.41146101782504	-3033.1226428245227	0.0034747151273847765	0.8826876215408344	0.9752227966904776	1.0758621608445993	1.0350842778631244	45.541776908139646	0.0036674730509477435	-6.107877354910229	0.2312965467270831	0.23573079435238073	0.27435112107804577	0.25862153784249037
66000	-2993.6410847222623	-3037.13976580416	43.49868108189793	-3037.13976580416	0.006620405564204341	1.0880298809634266	0.7854145022931851	1.1560315728137043	0.9675314163084574	46.2978471851006	0.0025572742873525857	-96.88564343861924	0.2312965467270831	0.25128275069455874	0.27435112107804577	0.24306958150031235
67000	-2992.054990885472	-3041.0842118773353	49.02922099186332	-3041.0842118773353	0.002537279133285212	1.0880298809634266	1.2215887496528945	1.1566406714994248	0.8130303916194755	49.49928061753054	0.002350453350252876	27.97057243209568	0.2312965467270831	0.25128275069455874	0.27435112107804577	0.24306958150031235
68000	-2986.9243990068735	-3040.2345115079925	53.3101125011191	-3040.2345115079925	0.001366952529345391	1.0880298809634266	1.7433184007699836	1.0364867479770945	0.7229657329392558	52.784520933957126	0.0013022733308256781	15.531871840512622	0.26055813724410365	0.23678146221130889	0.25959081904427506	0.24306958150031235
69000	-2997.1986597328355	-3039.2949567478627	42.096297015027055	-3039.2949567478627	0.004666391780858242	1.0880298809634266	0.815582848965138	0.20242897693945283	0.6913200018118986	44.02366182023064	0.00477863476602334	-50.92560746201366	0.24185164939581136	0.23678146221130889	0.25959081904427506	0.26177606934860465
70000	-2998.965697499191	-3037.315600546076	38.34990304688513	-3037.315600546076	0.006845588931327822	1.0880298809634266	0.469499517017871	0.34074929257628556	0.8438874997902506	39.14022870436474	0.007606186216362558	-1.747112627657664	0.24185164939581136	0.24845986748580265	0.25959081904427506	0.2500976640741109
71000	-2999.1665365439558	-3035.1040290220662	35.93749247811068	-3035.1040290220662	0.006777748594854129	1.0880298809634266	0.490259284749428	0.7407588058516971	1.2052288190164067	39.45221969121443	0.013674189895574212	67.38363665724104	0.24037603650584663	0.24845986748580265	0.25959081904427506	0.2515732769640756
